gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,overall,reading_score,writing_score,study_time,screen_time,health,going_out_with_friends,absences,failure,science_score,activities,romantic,travel_time,math_score
female,group D,master's degree,standard,none,78,91,96,8,6,Average,Rarely,5,0,81,Participates,No,30-60 min,86.5
male,group C,high school,standard,none,81,66,64,10,1,Poor,Sometimes,5,1,39,Participates,No,15-30 min,62.5
male,group A,some high school,free/reduced,completed,61,62,61,3,1,Good,Never,9,1,78,Participates,No,15-30 min,65.5
female,group B,high school,standard,none,58,68,61,8,1,Poor,Often,9,0,44,Doesn't Participate,Yes,>60 min,57.75
female,group C,associate's degree,standard,none,54,61,58,10,1,Average,Never,19,0,33,Participates,No,<15 min,51.5
male,group B,high school,standard,none,82,82,80,3,5,Poor,Sometimes,18,1,89,Participates,No,30-60 min,83.25
female,group D,some college,free/reduced,none,49,58,60,2,3,Average,Rarely,14,1,3,Doesn't Participate,No,>60 min,42.5
male,group B,some high school,free/reduced,completed,49,50,52,1,3,Average,Often,17,0,31,Doesn't Participate,Yes,30-60 min,45.5
female,group E,high school,free/reduced,completed,57,75,73,2,1,Poor,Often,6,0,53,Participates,Yes,>60 min,64.5
male,group E,high school,standard,none,94,73,71,8,5,Good,Never,20,1,68,Doesn't Participate,No,15-30 min,76.5
female,group D,some college,standard,completed,75,77,83,6,8,Average,Never,9,1,46,Participates,Yes,>60 min,70.25
female,group E,some high school,free/reduced,none,74,74,72,2,6,Good,Often,11,0,40,Participates,Yes,>60 min,65.0
male,group C,high school,standard,completed,58,52,54,1,1,Average,Rarely,0,1,72,Doesn't Participate,Yes,30-60 min,59.0
female,group C,some college,standard,none,62,69,69,3,7,Good,Rarely,0,1,60,Doesn't Participate,No,>60 min,65.0
male,group E,associate's degree,standard,none,72,57,62,1,2,Average,Never,7,0,85,Participates,No,>60 min,69.0
male,group C,some college,standard,none,84,87,81,6,4,Average,Never,14,0,45,Participates,No,30-60 min,74.25
female,group D,master's degree,standard,none,92,100,100,5,8,Average,Often,9,1,80,Participates,Yes,<15 min,93.0
female,group D,high school,standard,none,45,63,59,3,7,Average,Sometimes,1,0,49,Doesn't Participate,No,>60 min,54.0
male,group C,high school,standard,none,75,81,71,7,2,Poor,Often,0,1,15,Doesn't Participate,Yes,<15 min,60.5
female,group A,some college,standard,none,56,58,64,5,6,Poor,Rarely,4,0,3,Doesn't Participate,Yes,>60 min,45.25
female,group D,some high school,free/reduced,none,48,54,53,7,8,Average,Sometimes,12,1,63,Doesn't Participate,Yes,30-60 min,54.5
female,group E,associate's degree,standard,none,100,100,100,10,3,Excellent,Never,19,1,61,Participates,No,<15 min,90.25
female,group C,some high school,free/reduced,completed,65,76,75,7,1,Poor,Rarely,17,1,0,Participates,Yes,>60 min,54.0
male,group D,some college,standard,none,72,57,58,4,4,Poor,Sometimes,18,0,75,Doesn't Participate,Yes,15-30 min,65.5
female,group D,some college,standard,none,62,70,72,6,4,Good,Sometimes,15,1,62,Doesn't Participate,Yes,30-60 min,66.5
male,group A,some high school,standard,completed,66,68,64,4,8,Poor,Never,14,1,52,Participates,No,>60 min,62.5
male,group C,some college,standard,none,63,63,60,6,4,Good,Sometimes,15,1,48,Participates,No,<15 min,58.5
female,group E,associate's degree,standard,none,68,76,67,9,4,Poor,Sometimes,2,0,75,Participates,Yes,>60 min,71.5
female,group B,bachelor's degree,standard,none,75,84,80,10,2,Good,Never,20,0,45,Doesn't Participate,Yes,>60 min,71.0
female,group D,bachelor's degree,standard,none,89,100,100,5,4,Excellent,Rarely,0,1,55,Participates,No,<15 min,86.0
male,group C,some high school,standard,completed,78,72,69,5,8,Good,Never,14,0,4,Participates,Yes,>60 min,55.75
female,group A,high school,free/reduced,completed,53,50,60,10,4,Excellent,Sometimes,20,1,69,Doesn't Participate,No,30-60 min,58.0
female,group D,some college,free/reduced,none,49,65,61,5,7,Good,Never,15,1,51,Participates,Yes,>60 min,56.5
female,group A,some college,standard,none,54,63,67,6,5,Excellent,Sometimes,15,1,13,Participates,Yes,30-60 min,49.25
female,group C,some college,standard,completed,64,82,77,1,5,Average,Rarely,15,1,57,Participates,No,>60 min,70.0
male,group B,some college,free/reduced,completed,60,62,60,5,5,Good,Sometimes,7,0,83,Doesn't Participate,Yes,15-30 min,66.25
male,group C,associate's degree,standard,none,62,65,58,9,6,Average,Often,1,1,18,Participates,No,15-30 min,50.75
male,group D,high school,standard,completed,55,41,48,10,5,Average,Often,12,0,28,Participates,No,15-30 min,43.0
female,group C,associate's degree,standard,none,91,95,94,4,6,Good,Sometimes,6,0,29,Participates,No,>60 min,77.25
female,group B,high school,free/reduced,none,8,24,23,7,1,Poor,Sometimes,15,0,33,Participates,Yes,15-30 min,22.0
male,group D,some high school,standard,none,81,78,78,10,8,Poor,Often,12,1,67,Participates,Yes,15-30 min,76.0
male,group B,some high school,standard,completed,79,85,86,9,5,Excellent,Often,9,1,87,Participates,Yes,15-30 min,84.25
female,group A,some college,standard,completed,78,87,91,1,6,Excellent,Rarely,8,1,67,Participates,No,<15 min,80.75
female,group C,some high school,standard,none,74,75,82,4,3,Poor,Often,17,1,80,Doesn't Participate,No,>60 min,77.75
male,group A,high school,standard,none,57,51,54,3,3,Average,Rarely,19,0,37,Participates,Yes,>60 min,49.75
female,group C,associate's degree,standard,none,40,59,51,10,3,Good,Rarely,14,1,74,Doesn't Participate,No,<15 min,56.0
male,group E,some high school,standard,completed,81,75,76,6,2,Average,Rarely,10,1,66,Participates,Yes,15-30 min,74.5
female,group A,some high school,free/reduced,none,44,45,45,8,4,Average,Often,15,0,39,Doesn't Participate,Yes,30-60 min,43.25
female,group D,some college,free/reduced,completed,67,86,83,4,4,Poor,Sometimes,11,0,0,Doesn't Participate,Yes,30-60 min,59.0
male,group E,high school,free/reduced,completed,86,81,75,4,1,Poor,Rarely,14,0,80,Doesn't Participate,No,>60 min,80.5
female,group B,some high school,standard,completed,65,82,78,6,7,Good,Rarely,2,0,95,Participates,No,30-60 min,80.0
female,group D,associate's degree,free/reduced,none,55,76,76,2,5,Good,Often,10,0,34,Participates,No,>60 min,60.25
female,group D,bachelor's degree,free/reduced,none,62,72,74,4,6,Good,Often,20,0,91,Doesn't Participate,No,>60 min,74.75
male,group A,high school,standard,none,63,63,62,1,1,Good,Rarely,10,1,24,Doesn't Participate,No,<15 min,53.0
female,group E,master's degree,standard,completed,88,99,95,5,1,Excellent,Sometimes,16,1,80,Participates,Yes,<15 min,90.5
male,group C,high school,free/reduced,none,62,55,55,7,2,Good,Often,3,1,51,Participates,Yes,<15 min,55.75
female,group C,high school,free/reduced,completed,59,71,65,8,4,Average,Often,7,0,77,Participates,Yes,<15 min,68.0
female,group D,some college,standard,completed,68,78,77,10,6,Average,Often,9,0,32,Doesn't Participate,Yes,>60 min,63.75
female,group D,some college,free/reduced,none,77,86,86,8,4,Poor,Rarely,1,0,13,Doesn't Participate,No,30-60 min,65.5
